INDEX;TYPE;TIMESTAMP;Ir_1;Is_1;It_1;Im_1;V_1;Pa_1;Pr_1;Fp_1;Kwh_1;Ir_2;Is_2;It_2;Im_2;V_2;Pa_2;Pr_2;Fp_2;Kwh_2;Ir_3;Is_3;It_3;Im_3;V_3;Pa_3;Pr_3;Fp_3;Kwh_3;Ir_4;Is_4;It_4;Im_4;V_4;Pa_4;Pr_4;Fp_4;Kwh_4;Ir_5;Is_5;It_5;Im_5;V_5;Pa_5;Pr_5;Fp_5;Kwh_5;Ir_6;Is_6;It_6;Im_6;V_6;Pa_6;Pr_6;Fp_6;Kwh_6;Ir_7;Is_7;It_7;Im_7;V_7;Pa_7;Pr_7;Fp_7;Kwh_7;Ir_8;Is_8;It_8;Im_8;V_8;Pa_8;Pr_8;Fp_8;Kwh_8;Ir_9;Is_9;It_9;Im_9;V_9;Pa_9;Pr_9;Kwh_9;Ir_10;Is_10;It_10;Im_10;V_10;Pa_10;Pr_10;Fp_10;Kwh_10
16378;LOG;06/02/2016 08:09:00;NOANSW;UNDEF;NOANSW;NOANSW;NOANSW;UNDEF;NOANSW;NOANSW;NOANSW;2,661501;2,938626;0,459474;2,019867;233,867477;1,029994;0,591042;0,867344;1170904;30,271961;30,733887;29,836014;30,280619;233,917740;15,755924;14,332662;0,739728;11276717;3,862014;2,537546;3,270312;3,229008;234,003769;2,201780;0,556622;0,969499;3972837;9,131248;0,984543;3,617655;4,573879;233,944809;2,346994;2,071889;0,749678;4417701;0,274173;0,000000;3,480278;1,251484;234,327652;0,599896;0,648263;0,678820;1336848;1,319184;1,918371;2,119919;1,780200;234,467499;0,990891;0,669650;0,828539;2994772;0,578763;0,353026;0,242059;0,389279;234,499435;0,140386;0,212857;0,550570;5259790;0,451838;0,000000;0,000000;0,150613;234,652008;0,053616;-0,091116;6133455;NOANSW;UNDEF;UNDEF;UNDEF;NOANSW;NOANSW;UNDEF;NOANSW;NOANSW
