INDEX;TYPE;TIMESTAMP;Ir_1;Is_1;It_1;Im_1;V_1;Pa_1;Pr_1;Fp_1;Kwh_1;Ir_2;Is_2;It_2;Im_2;V_2;Pa_2;Pr_2;Fp_2;Kwh_2;Ir_3;Is_3;It_3;Im_3;V_3;Pa_3;Pr_3;Fp_3;Kwh_3;Ir_4;Is_4;It_4;Im_4;V_4;Pa_4;Pr_4;Fp_4;Kwh_4;Ir_5;Is_5;It_5;Im_5;V_5;Pa_5;Pr_5;Fp_5;Kwh_5;Ir_6;Is_6;It_6;Im_6;V_6;Pa_6;Pr_6;Fp_6;Kwh_6;Ir_7;Is_7;It_7;Im_7;V_7;Pa_7;Pr_7;Fp_7;Kwh_7;Ir_8;Is_8;It_8;Im_8;V_8;Pa_8;Pr_8;Fp_8;Kwh_8;Ir_9;Is_9;It_9;Im_9;V_9;Pa_9;Pr_9;Kwh_9;Ir_10;Is_10;It_10;Im_10;V_10;Pa_10;Pr_10;Fp_10;Kwh_10
22913;LOG;10/02/2016 21:04:00;171,748718;161,312622;155,358383;162,806580;229,386993;107,848808;31,655891;0,959520;17134463;64,252068;64,585358;67,632111;65,574730;229,428940;40,779037;19,477722;0,902352;2537697;23,513384;24,547531;23,538992;23,887995;229,979965;13,235545;9,912997;0,800396;12245193;6,601542;13,122910;13,544223;11,088814;230,023407;7,592302;0,919621;0,992756;4333877;11,356618;5,927257;5,147690;7,477188;229,972458;4,775189;1,730322;0,940179;4820885;0,265174;1,098691;3,295218;1,550920;229,528351;0,799335;0,534825;0,831121;1389776;5,762341;3,556264;0,147570;3,157593;229,340927;2,069433;0,633948;0,956100;3248845;24,372753;17,798840;18,210291;20,127295;229,479309;13,560217;3,076244;0,975220;5688179;9,994988;9,441783;9,193678;10,639774;229,470215;4,460788;5,817196;6727197;0,000000;0,000000;0,000000;0,000000;229,348984;-0,000021;0,000000;-1,000000;6582025
